Pengajuan via	No. Aju	Tgl Aju	No. K.1.1	Tgl K.1.1	UPT	Satpel	Tempat Periksa	Alamat Tempat Periksa	Tgl Periksa	Pemohon	Alamat Pemohon	Identitas Pemohon	Pengirim	Alamat Pengirim	Identitas Pengirim	Penerima	Alamat Penerima	Identitas Penerima	Asal	Daerah Asal	Pelabuhan Asal	Tujuan	Daerah Tujuan	Pelabuhan Tujuan	Moda Alat Angkut	Nama Alat Angkut	Nomor Voyage	Jenis Kemasan	Jumlah Kemasan	Tanda Kemasan	Nomor Dokumen	Nomor Seri	Tgl Dokumen	Klasifikasi	Komoditas	Nama Tercetak	Kode HS	volumeP1	volumeP2	volumeP3	volumeP4	volumeP5	volumeP6	volumeP7	volumeP8	satuan	Harga Barang (Rp)	Kontainer	Dokumen Pendukung
PTK	14000IMT250325092714P3UJZP	25/03/2025 11:09	2025-T2.0-1400.0-K.1.1-000103	27/03/2025 08:03	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	26/03/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	EIAMHENG TAPIOCA STARCH INDUSTRY CO., LTD.	15 VLG NO. 12 KUTBOT,SOENGSANG, NAKHONRATCHASIMA 30330, THAILAND	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	FM NAMTHONG EXCELLENCE	FNM2513	Bag	400		2025-T2.0-1400.0-K.9.2-000103	NIO7LMJ	08/04/2025 09:35	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	NATIVE TAPIOCA STARCH	'11081400	341,2	0	0	0	0	0	0	341,2	ton	2.110.057.690	"No. EGHU3591240 Seal: ; No. EGHU3221250 Seal: ; No. EITU0560396 Seal: ; No. EGHU3735645 Seal: ; No. TEMU4146787 Seal: ; No. EITU0481300 Seal: ; No. EGHU3907106 Seal: ; No. EGHU3584723 Seal: ; No. EGHU3977736 Seal: ; No. EGHU3635918 Seal: ; No. EGHU3679726 Seal: ; No. TRHU1185510 Seal: ; No. EGHU3633807 Seal: ; No. EITU0582414 Seal: ; No. EGHU3944795 Seal: ; No. DRYU2976680 Seal: ; No. TRHU1188123 Seal: ; No. TEMU4307304 Seal: ; No. TRHU1216523 Seal: ; No. TRHU2843786 Seal:"	"Packing List No. 095/25 Tanggal: 2025-03-04; Fumigation Certificate No. TH0558/2025 Tanggal: 2025-03-14; Invoice No. 095/25 Tanggal: 2025-03-04; Phytosanitary Certificate No. TH6803014473 Tanggal: 2025-03-14; Bill of Lading (BL) No. TPPPER2503007 Tanggal: 2025-03-18"
PTK	14000IMT250422135618JIC1OP	22/04/2025 14:48	2025-T2.0-1400.0-K.1.1-000143	23/04/2025 08:28	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	24/04/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 182	086-2504	Bag	400		2025-T2.0-1400.0-K.9.2-000143	NQ3260U	24/04/2025 08:30	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	341,2	0	0	0	0	0	0	341,2	ton	2.056.320.000	"No. MGEU2107195 Seal: MCL0144365; No. MGEU1907568 Seal: MCL0144470; No. MGEU2201792 Seal: MCL0144525; No. MGEU2009563 Seal: MCL0144462; No. MGEU2101406 Seal: MCL0144466; No. MGEU2402821 Seal: MCL0144475; No. MGEU2010266 Seal: MCL0144530; No. MGEU2108967 Seal: MCL0144468; No. MGEU1902165 Seal: MCL0144361; No. MGEU2183087 Seal: MCL0144367; No. MGEU2201560 Seal: MCL0144464; No. MGEU1908482 Seal: MCL0144465; No. MGEU2109602 Seal: MCL0144527; No. MURU2185690 Seal: MCL0144476; No. DRYU2561451 Seal: MCL0144370; No. MGEU1911850 Seal: MCL0144529; No. MGEU2203028 Seal: MCL0144528; No. MGEU1917165 Seal: MCL0144362; No. MGEU2007540 Seal: MCL0144463; No. MGEU2402380 Seal: MCL0144469"	"Phytosanitary Certificate No. TH6804010165 Tanggal: 2025-04-09; Bill of Lading (BL) No. SB/M-182-086/2504 Tanggal: 2025-04-20; Packing List No. 110/25 Tanggal: 2025-03-26; Invoice No. 110/25 Tanggal: 2025-03-26"
PTK	14000IMT2503041117296230KP	04/03/2025 11:17	2025-T2.0-1400.0-K.1.1-000093	10/03/2025 08:38	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk			06/03/2025 11:35	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 158-397	2503	Bag	200		2025-T2.0-1400.0-K.9.2-000093	OAMYSUV	11/03/2025 11:12	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	171,8	0	0	0	0	0	0	171,8	ton	975.180.903	"No. YMMU1025253 Seal: YMAT804519; No. SEGU1374426 Seal: YMAT804479; No. SEGU1463056 Seal: YMAT804550; No. CAIU3537844 Seal: YMAT804535; No. TCKU1248369 Seal: YMAT804520; No. TEMU1164426 Seal: YMAT804480; No. YMMU1001396 Seal: YMAT804551; No. SEGU2224694 Seal: YMAT804534; No. TLLU2368092 Seal: YMAT804525; No. YMLU3387427 Seal: YMAT804526"	"Phytosanitary Certificate No. TH6802015871 Tanggal: 2025-02-17; Bill of Lading (BL) No. SB/M158-397/2503 Tanggal: 2025-03-03; Invoice No. IVD68020010 Tanggal: 2025-02-01; Packing List No. IVD68020010 Tanggal: 2025-02-01"
PTK	14000IMT250211093501RALS7P	11/02/2025 09:35	2025-T2.0-1400.0-K.1.1-000050	12/02/2025 08:30	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PELABUHAN BUATAN		12/02/2025 10:31	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 294-258	2504	Bag	400		2025-T2.0-1400.0-K.9.2-000050	M27E2C	18/02/2025 07:53	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	343,6	0	0	0	0	0	0	343,6	ton	1.950.361.805	"No. NYKU9730776 Seal: THBK20590; No. BEAU2758316 Seal: THBK20583; No. FBIU0319763 Seal: THBK20561; No. ONEU3071956 Seal: THBK20584; No. CAIU3384299 Seal: THBK20501; No. TRHU3132972 Seal: THBK20488; No. NYKU9856276 Seal: THBK20560; No. TGBU3233064 Seal: THBK20542; No. ONEU2246896 Seal: THBK20580; No. TCLU1973254 Seal: THBK20567; No. FBIU0326079 Seal: THBK20502; No. BMOU1486286 Seal: THBK20529; No. ONEU2003010 Seal: THBK20579; No. ONEU2037941 Seal: THBK20570; No. KKTU8168082 Seal: THBK20528; No. KKTU8095113 Seal: THBK20591; No. ONEU2422790 Seal: THBK20568; No. ONEU3058614 Seal: THBK20541; No. DRYU2910424 Seal: THBK20487; No. ONEU2573570 Seal: THBK20571"	"Phytosanitary Certificate No. TH6801027785 Tanggal: 2025-01-28; Packing List No. IVD68010005 Tanggal: 2025-01-10; Bill of Lading (BL) No. SB/M294-258/2504 Tanggal: 2025-02-09; Invoice No. IVD68010005 Tanggal: 2025-01-10"
PTK	14000IMT250709110440ZSV0DP	09/07/2025 16:04	2025-T2.0-1400.0-K.1.1-000224	10/07/2025 08:41	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	12/07/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 296	192-2505	Bag	200		2025-T2.0-1400.0-K.9.2-000224	Q83M6OY	15/07/2025 07:29	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	170,6	0	0	0	0	0	0	170,6	ton	1.009.120.000	"No. BHCU3246619 Seal: YMAT832503; No. TEMU0962993 Seal: YMAT832403; No. SEGU1333622 Seal: YMAT832502; No. TEMU5582091 Seal: YMAT832501; No. TTNU1221426 Seal: YMAT832404; No. YMLU3632381 Seal: YMAT832405; No. YMMU1215000 Seal: YMAT832412; No. CAIU3478510 Seal: YMAT832461; No. TGBU2079308 Seal: YMAT832504; No. FCIU6621920 Seal: YMAT832406"	"Invoice No. 234/25 Tanggal: 2025-06-26; Phytosanitary Certificate No. TH6807005012 Tanggal: 2025-07-03; Packing List No. 234/25 Tanggal: 2025-06-26; Bill of Lading (BL) No. SB/M296-192/2505 Tanggal: 2025-07-08"
PTK	14033IMT2508140915386B3NZM	14/08/2025 09:21	2025-T2.0-1403.3-K.1.1-000029	09/08/2025 09:34	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Bengkalis	PELABUHAN PERIKANAN BENGKALIS		11/08/2025 08:07	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	SYARIKAT AMIN AGENCY	JL. SHAHBANDAR 83000 BATU PAHAT - MALAYSIA	'00	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	INDIA		Batu Pahat	INDONESIA	KABUPATEN BENGKALIS	Bengkalis	Laut	KLM. RITA-10	-	Box	300	-	2025-T2.0-1403.3-K.9.2-000029	Y67VQUP	14/08/2025 09:45	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	KACANG TANAH	KACANG TANAH KUPAS	'12024200	7,5	0	0	0	0	0	0	7,5	ton	26.250.000		"Prior Notice No. T.20250808.RYBCED Tanggal: 2025-08-08; Certificate of Analysis (COA) No. LS/F/I0062/25 Tanggal: 2025-08-06; Phytosanitary Certificate No. MY0063318J12025 Tanggal: 2025-08-05"
PTK	14033IMT2509090953398IS9KM	09/09/2025 10:21	2025-T2.0-1403.3-K.1.1-000033	04/09/2025 14:29	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Bengkalis	PELABUHAN PERIKANAN BENGKALIS		05/09/2025 14:07	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	SYARIKAT AMIN AGENCY	JL. SHAHBANDAR 83000 BATU PAHAT - MALAYSIA	'00	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	MALAYSIA		Batu Pahat	INDONESIA	KABUPATEN BENGKALIS	Bengkalis	Laut	KLM. BINTANG JAYA-I	-	Bag, gunny	1100	-	2025-T2.0-1403.3-K.9.2-000033	FHNT672	10/09/2025 11:40	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	KACANG TANAH	KACANG TANAH	'12024200	27,5	0	0	0	0	0	0	27,5	ton	825.000.000		"Prior Notice No. T.20250904.T08RNB Tanggal: 2025-09-04; Certificate of Analysis (COA) No. LS/F/I0428/25 Tanggal: 2025-08-29; Phytosanitary Certificate No. 0660517 / MY0071546J12025 Tanggal: 2025-09-03; Bill of Lading (BL) No. SAA/030/0925 Tanggal: 2025-09-04"
PTK	14000IMT2504121322160ULXTP	12/04/2025 13:23	2025-T2.0-1400.0-K.1.1-000127	14/04/2025 08:35	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	PT. INDAH KIAT PULP & PAPER TBK	Jl. Raya Minas - Perawang Km 26, Kec. Tualang, Kab. Siak 28772, Riau - Indonesia	14/04/2025 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	NEW DIAMON STARCH CO. LTD.	99 MOO 8 KHLONGKLUNG, KHLONGKLUNG KAMPHAENGPHET, THAILAND 62120	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	LOW KIM CHUAN 48	L482515	Bag	400		2025-T2.0-1400.0-K.9.2-000127	RGZSTXQ	15/04/2025 09:47	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	NATIVE TAPIOCA STARCH	'11081400	343,6	0	0	0	0	0	0	343,6	ton	2.086.393.000	"No. EGSU3392719 Seal: ; No. EMCU6227257 Seal: ; No. EGHU3292573 Seal: ; No. EGHU3230484 Seal: ; No. FYCU7167692 Seal: ; No. EMCU6289367 Seal: ; No. TEMU4130142 Seal: ; No. EMCU6241126 Seal: ; No. EMCU6430095 Seal: ; No. EGHU3665002 Seal: ; No. EITU3108918 Seal: ; No. EITU0382761 Seal: ; No. EGSU3405518 Seal: ; No. OCGU2020841 Seal: ; No. EMCU6333520 Seal: ; No. EGSU3374593 Seal: ; No. CAAU2314988 Seal: ; No. EITU3137238 Seal: ; No. EGSU3269561 Seal: ; No. EGSU3424729 Seal:"	"Packing List No. NDS-42/2025 Tanggal: 2025-03-04; Fumigation Certificate No. NDW2025/02743 Tanggal: 2025-03-17; Phytosanitary Certificate No. TH6803016380 Tanggal: 2025-03-17; Invoice No. NDS-42/2025 Tanggal: 2025-03-04; Bill of Lading (BL) No. TPPPER2504001 Tanggal: 2025-04-11"
PTK	14033IMT2509090952236E8O6M	09/09/2025 09:53	2025-T2.0-1403.3-K.1.1-000032	04/09/2025 14:16	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	Pelabuhan Laut Bengkalis	PELABUHAN PERIKANAN BENGKALIS		05/09/2025 10:07	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	SYARIKAT AMIN AGENCY	JL. SHAHBANDAR 83000 BATU PAHAT - MALAYSIA	'00	CV. GRAHA JAYA MANDIRI	JL. YOS SUDARSO RT.004 RW.002 KEL. BENGKALIS KMOTA, KAB. BENGKALIS	'0933647752219000000000	MALAYSIA		Batu Pahat	INDONESIA	KABUPATEN BENGKALIS	Bengkalis	Laut	KLM. BINTANG JAYA I	-	Bag, gunny	200	-	2025-T2.0-1403.3-K.9.2-000032	O6MHRE2	10/09/2025 11:35	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	KACANG HIJAU	KACANG HIJAU	'07133190	5	0	0	0	0	0	0	5	ton	100.000.000		"Phytosanitary Certificate No. 0660520 / MY0071529J12025 Tanggal: 2025-09-03; Bill of Lading (BL) No. SAA/030/0925 Tanggal: 2025-09-04; Prior Notice No. T.20250904.PVOE4M Tanggal: 2025-09-04; Certificate of Analysis (COA) No. LS/F/I0429/25 Tanggal: 2025-08-28"
PTK	14000IMT250614100110ZAMXFP	14/06/2025 10:39	2025-T2.0-1400.0-K.1.1-000204	17/06/2025 08:08	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	17/06/2025 09:00	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	FORINDO PTE LTD ON BEHALF OF EIAM THONGCHAI INDUSTRY CO., LTD	BLK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN PAPERBOARD INTERNATIONAL	JL.M.H. Thamrin No.31. Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0967025974072000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 322	024-2502	Bag	200		2025-T2.0-1400.0-K.9.2-000204	M0L73Y6	17/06/2025 14:41	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	171,8	0	0	0	0	0	0	171,8	ton	1.047.200.000	"No. DFSU2841216 Seal: YMAT832378; No. YMMU1111177 Seal: YMAT832384; No. TEMU4923378 Seal: YMAT832388; No. YMLU3543108 Seal: YMAT832385; No. SEGU1361265 Seal: YMAT832383; No. YMMU1203822 Seal: YMAT832369; No. TEMU5618316 Seal: YMAT832375; No. YMLU3455347 Seal: YMAT832370; No. CAIU3482660 Seal: YMAT832377; No. SEGU2731214 Seal: YMAT832380"	"Invoice No. IVD68050004 Tanggal: 2025-05-01; Bill of Lading (BL) No. SB/M322-024/2502 Tanggal: 2025-06-13; Packing List No. IVD68050004 Tanggal: 2025-05-01; Phytosanitary Certificate No. TH6805051393 Tanggal: 2025-05-29"
PTK	14000IMT250409142347GWC4ZP	09/04/2025 14:23	2025-T2.0-1400.0-K.1.1-000119	09/04/2025 14:25	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk			10/04/2025 14:33	PT. RIAU ANDALAN PULP AND PAPER	JL.Teluk Betung No.31 Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0013418579092000000000	PRIMEWOOD CORPORATION( VIETNAM) LIMITED ON BEHALF OF INTERATIONAL WOODCHIPS CORP, PTE LTD	80 RAFFLES PLACE #50-01 UOB PLAZA 1, SINGAPORE	'048624	PT. RIAU ANDALAN PULP AND PAPER	JL.Teluk Betung No.31 Kebon Melati, Tanah Abang, Kota ADM.Jakarta Pusat, DKI Jakarta 10230	'0013418579092000000000	VIETNAM		Cat Lai	INDONESIA	KABUPATEN PELALAWAN	Pelabuhan Futong Terminal	Laut	MV PRO GRACE	V 2504	Unpacked or unpackaged	1		2025-T2.0-1400.0-K.9.2-000119	WTKCGO6	15/04/2025 10:33	Produk tumbuhan yang tidak diolah - Berbentuk batangan (termasuk kayu)	KAYU AKASIA	ACACIA WOODCHIPS	'44012200	10.406,47	0	0	0	0	0	0	10.406,47	ton	1.677.888.000		"Phytosanitary Certificate No. 000154/25/0103 Tanggal: 2025-04-08; Invoice No. IWC1407A/AIVRAP25 Tanggal: 2025-04-03; Bill of Lading (BL) No. PRG04A/25 Tanggal: 2025-04-03; Packing List No. IWC1407A/AIVRAP25 Tanggal: 2025-04-03"
PTK	14000IMT241121104633VT1P6P	21/11/2024 10:47	2024-T2.0-1400.0-K.1.1-000023	25/11/2024 09:00	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk	"Pelabuhan PT. Indah Kiat Pulp &#38; Papaer Tbk."	Jl. Raya Minas-Perawang Km 26	25/11/2024 09:30	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	DHT INTERNATIONAL INVESTMENT AND IMPORT EXPORT CORPORATION	5TH FLOOR, STELLAR GARDEN TOWER, 35 LE VAN THIEM STREET, THANH XUAN TRUNG WARD, THANH XUAN DISTRICT, HA NOI, VIET NAM	'0	PT. INDAH KIAT PULP & PAPER TBK	JL. RIAU NO.105	'0010005668092000092000	VIETNAM		Chan May Pt	INDONESIA	KABUPATEN SIAK	Perawang, Sumatra	Laut	MV. ANDALUCIA	AN044	"Bulk, solid, large particles (""nodules"")"	1		2024-T2.0-1400.0-K.9.2-000023	B43U79U	28/11/2024 08:44	Produk tumbuhan yang tidak diolah - Berbentuk batangan (termasuk kayu)	KAYU AKASIA	Acacia Woodchips	'44012200	40.317,72	0	0	0	0	0	0	40.317,72	ton	50.359.660.078		"Bill of Lading (BL) No. AN044 Tanggal: 2024-11-15; Phytosanitary Certificate No. 000107/24/0306 Tanggal: 2024-11-16; Packing List No. AR-HWHK2411WC-023PL Tanggal: 2024-11-18; Invoice No. AR-HWHK2411WC-023 Tanggal: 2024-11-18"
PTK	14000IMT250428105940HTDM4P	28/04/2025 12:48	2025-T2.0-1400.0-K.1.1-000146	29/04/2025 07:48	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	29/04/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALF OF POON PHOL CO LTD	KAMPONG BAHRU ROAD, HEX01-121 KEPPEL DISTRIPARK, SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 158	402-2503	Bag	300		2025-T2.0-1400.0-K.9.2-000146	YG5PZHC	30/04/2025 09:05	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	255,72	0	0	0	0	0	0	255,72	ton	1.501.440.000	"No. CRSU1178863 Seal: MCL0144332; No. DRYU2335449 Seal: MCL0144331; No. DRYU2882744 Seal: MCL0144380; No. PALU5012981 Seal: MCL0144437; No. PALU5009925 Seal: MCL0144435; No. MGEU2012546 Seal: MCL0144322; No. MGEU2105891 Seal: MCL0144377; No. MURU2181626 Seal: MCL0144379; No. MGEU2004670 Seal: MCL0144327; No. DRYU2913362 Seal: MCL0144325; No. GESU3745959 Seal: MCL0144329; No. MGEU2003483 Seal: MCL0144371; No. MGEU2012572 Seal: MCL0144324; No. MGEU2101833 Seal: MCL0144326; No. MGEU1915239 Seal: MCL0144433"	"Bill of Lading (BL) No. SB/M158-402/2503 Tanggal: 2025-04-25; Packing List No. PPC-105/25 Tanggal: 2025-04-10; Phytosanitary Certificate No. TH6804012299 Tanggal: 2025-04-10; Invoice No. PPC-105/25 Tanggal: 2025-04-10"
PTK	14000IMT250722141544N1859P	22/07/2025 17:36	2025-T2.0-1400.0-K.1.1-000240	23/07/2025 08:04	Balai Karantina Hewan, Ikan, dan Tumbuhan Riau	UPT Induk		BUATAN	25/07/2025 09:00	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	FORINDO PTE LTD ON BEHALFOF EIAMHENG TAPIOCA STARCH INDUSTRY COLTD	BLOK 513 KAMPONG BAHRU ROAD HEX01-121 KEPPEL DISTRIPARK SINGAPORE 099449	'099449	PT. RIAU ANDALAN KERTAS	JL. Teluk Betung No.31/Kebon Melati, Tanah Abang, Kota ADM.Jakarta, DKI Jakarta	'0017400268092000000000	THAILAND		LAEM CHABANG	INDONESIA	KABUPATEN PELALAWAN	Buatan	Laut	MARCOPOLO 132	246-2501	Bag	340		2025-T2.0-1400.0-K.9.2-000240	ZCMBRP4	25/07/2025 14:39	Produk tumbuhan yang tidak diolah - Berbentuk biji, butiran, tepung, bubuk, serbuk, serat, pelet, lempengan/cake	TEPUNG TAPIOKA	TEPUNG TAPIOKA	'11081400	290,02	0	0	0	0	0	0	290,02	ton	1.715.504.000	"No. MGEU2403371 Seal: MCL0143733; No. MGEU2011302 Seal: MCL0143786; No. MGEU1902627 Seal: MCL0143732; No. DRYU2608646 Seal: MCL0143734; No. PALU5014881 Seal: MCL0143739; No. MGEU2404640 Seal: MCL0143685; No. MGEU1914417 Seal: MCL0143737; No. MGEU2103100 Seal: MCL0143740; No. MURU2185426 Seal: MCL0143681; No. MGEU2108838 Seal: MCL0143683; No. MGEU2009481 Seal: MCL0143731; No. MGEU2204718 Seal: MCL0143689; No. MGEU1913724 Seal: MCL0143687; No. MGEU2012295 Seal: MCL0143738; No. MGEU2101221 Seal: MCL0143788; No. MGEU2003884 Seal: MCL0143736; No. PALU5001040 Seal: MCL0143735"	"Packing List No. 297/25 Tanggal: 2025-07-08; Phytosanitary Certificate No. TH6807023009 Tanggal: 2025-07-15; Bill of Lading (BL) No. SB/M132-246/2501 Tanggal: 2025-07-22; Invoice No. 297/25 Tanggal: 2025-07-08"
